ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
5MN6,seaplane_base,Northbound Seaplane Base,1273,NA,US,US-MN,Grand Papids,,,5MN6,5MN6,"47.15639877319336, -93.5239028930664"
5MN7,small_airport,Lindey's Landing Airport,1295,NA,US,US-MN,Deerwood,,,5MN7,5MN7,"46.38719940185547, -93.93190002441406"
5MN9,small_airport,Chanlin Field,1147,NA,US,US-MN,Middle River,,,5MN9,5MN9,"48.42359924316406, -96.12889862060547"
5MO,small_airport,Plattsburg Airpark,1020,NA,US,US-MO,Plattsburg,,,5MO,5MO,"39.594398498535156, -94.46269989013672"
5MO0,heliport,Cox Medical Center Branson Heliport,783,NA,US,US-MO,Branson,,,5MO0,5MO0,"36.6504, -93.2226"
5MO1,small_airport,Irons Airport,860,NA,US,US-MO,Moberly,,,5MO1,5MO1,"39.375979, -92.363949"
5MO4,heliport,Reynolds County Memorial Hospital Heliport,710,NA,US,US-MO,Ellington,,,5MO4,5MO4,"37.167301177978516, -91.83519744873047"
5MO5,heliport,St Lukes Hospital Heliport,980,NA,US,US-MO,Kansas City,,,5MO5,5MO5,"39.05080032348633, -94.58940124511719"
5MO6,small_airport,Vansickle-Davis Airport,882,NA,US,US-MO,Hurdland,,,5MO6,5MO6,"40.12795, -92.291125"
5MO9,small_airport,Oak Ridge Farms Airport,995,NA,US,US-MO,New Boston,,,5MO9,5MO9,"39.982498, -92.864403"
5MS1,small_airport,Rollang Field,106,NA,US,US-MS,Rolling Fork,,RFK,5MS1,5MS1,"32.953543, -90.845144"
5MS2,small_airport,Turkey Bayou Airpark,9,NA,US,US-MS,Lakeshore,,,5MS2,5MS2,"30.25079917907715, -89.45099639892578"
5MS3,small_airport,Porter Airport,158,NA,US,US-MS,Columbia,,,5MS3,5MS3,"31.174999237060547, -89.8031005859375"
5MS5,small_airport,Mint Julep Airpark,100,NA,US,US-MS,Picayune,,,5MS5,5MS5,"30.54520034790039, -89.46279907226562"
5MS6,small_airport,Dee's Strip,329,NA,US,US-MS,Brandon,,,5MS6,5MS6,"32.42300033569336, -90.00769805908203"
5MS7,heliport,Baptist Memorial Hospital Union County Heliport,415,NA,US,US-MS,New Albany,,,5MS7,5MS7,"34.4975, -89.026389"
5MS8,small_airport,Ball Airport,298,NA,US,US-MS,Okolona,,,5MS8,5MS8,"33.872614, -88.724012"
5MS9,heliport,Penton Heliport,167,NA,US,US-MS,Picayune,,,,,"30.59905, -89.541717"
5MT5,small_airport,Unrau Airport,2900,NA,US,US-MT,Wolf Point,,,5MT5,5MT5,"48.448504, -105.830899"
5MU5,small_airport,Gjerde International Airport,905,NA,US,US-MO,Drexel,,,5MU5,5MU5,"38.508979, -94.484349"
5N4,small_airport,Sky Haven Airport,1147,NA,US,US-ND,Enderlin,,,,5N4,"46.626272, -97.620684"
5N5,small_airport,Kirkwood Airpark,870,NA,US,US-NY,Kirkwood,,,5N5,5N5,"42.00040054321289, -75.76020050048828"
5N7,small_airport,Hat Field,625,NA,US,US-MI,Nunica,,,5N7,5N7,"43.097198486328125, -86.09459686279297"
5NA0,small_airport,Semchenko Airport,2065,NA,US,US-ND,Max,,,5NA0,5NA0,"47.77360153198242, -101.27899932861328"
5NA2,small_airport,Largo Base Airport,1002,NA,US,US-ND,Portland,,,5NA2,5NA2,"47.5378, -97.3637"
5NC0,heliport,Carolina Kidney Heliport,140,NA,US,US-NC,Goldsboro,,,5NC0,5NC0,"35.40169906616211, -77.9480972290039"
5NC1,small_airport,Tara Airbase Airport,756,NA,US,US-NC,Mocksville,,,5NC1,5NC1,"35.7932014465332, -80.51229858398438"
5NC3,small_airport,Gilliam-McConnell Airfield,445,NA,US,US-NC,Carthage,,,KBQ1,BQ1,"35.341702, -79.436897"
5NC4,heliport,Murphy Medical Center Heliport,1620,NA,US,US-NC,Murphy,,,5NC4,5NC4,"35.07310104370117, -83.96690368652344"
5NC5,small_airport,The Duchy Airport,650,NA,US,US-NC,Haw River,,,5NC5,5NC5,"35.982329, -79.274125"
5NC6,heliport,Tarboro-Edgecombe County Heliport,49,NA,US,US-NC,Tarboro,,,5NC6,5NC6,"35.936500549316406, -77.55000305175781"
5NC7,heliport,Nc Baptist Hospital Heliport,870,NA,US,US-NC,Winston-Salem,,,5NC7,5NC7,"36.089900970458984, -80.26699829101562"
5NC8,heliport,Unifi Heliport,990,NA,US,US-NC,Yadkinville,,,5NC8,5NC8,"36.13650131225586, -80.64649963378906"
5NC9,heliport,Sprint/Carolina Telephone Heliport,143,NA,US,US-NC,Fayetteville,,,5NC9,5NC9,"35.05270004272461, -78.89089965820312"
5ND0,small_airport,Stiehl Airport,2277,NA,US,US-ND,Buford,,,5ND0,5ND0,"48.07640075683594, -104.03199768066406"
5ND3,small_airport,Craig Private Airport,800,NA,US,US-ND,Bathgate,,,5ND3,5ND3,"48.855499267578125, -97.3219985961914"
5ND9,small_airport,Deck Airport,916,NA,US,US-ND,Hillsboro,,,5ND9,5ND9,"47.48469924926758, -97.07479858398438"
5NE2,small_airport,Eickhoff Strip,1000,NA,US,US-NE,Shubert,,,5NE2,5NE2,"40.19580078125, -95.62940216064453"
5NE3,small_airport,Diamond Bar Jones Airport,2900,NA,US,US-NE,Stapleton,,,5NE3,5NE3,"41.488296, -100.487523"
5NE4,small_airport,Snyder Ranch Airport,3330,NA,US,US-NE,Sutherland,,,5NE4,5NE4,"41.571258, -101.173046"
5NE8,heliport,Saint Mary's Community Hospital Heliport,1081,NA,US,US-NE,Nebraska City,,,5NE8,5NE8,"40.656272, -95.863608"
5NJ0,heliport,Fiddlers Elbow Country Club Heliport,100,NA,US,US-NJ,Bedminster,,,5NJ0,5NJ0,"40.6401, -74.72196"
5NJ1,heliport,Oti Heliport,495,NA,US,US-NJ,Oxford,,,5NJ1,5NJ1,"40.80619812011719, -74.9905014038086"
5NJ2,small_airport,Herr Mountain Airport,560,NA,US,US-NJ,Stanton,,,5NJ2,5NJ2,"40.592752, -74.840405"
5NJ3,heliport,Great Gorge Country Club Inc Heliport,520,NA,US,US-NJ,Vernon,,,5NJ3,5NJ3,"41.1912, -74.532402"
5NJ4,heliport,Trenton Heliport,10,NA,US,US-NJ,Trenton,,,5NJ4,5NJ4,"40.215238, -74.766153"
5NJ5,heliport,Atsion Helistop,60,NA,US,US-NJ,Trenton,,,5NJ5,5NJ5,"39.74319839477539, -74.72540283203125"
5NJ7,heliport,Warren Hospital Heliport,380,NA,US,US-NJ,Phillipsburg,,,5NJ7,5NJ7,"40.702598571777344, -75.1780014038086"
5NJ8,heliport,Oyster Creek Generating Station Heliport,19,NA,US,US-NJ,Forked River,,,5NJ8,5NJ8,"39.81589889526367, -74.20390319824219"
5NJ9,heliport,West Jersey Hospital Heliport,124,NA,US,US-NJ,Glendale/Voorhees,,,5NJ9,5NJ9,"39.86289978027344, -74.96019744873047"
5NK,small_airport,Naknek Airport,70,NA,US,US-AK,Naknek,,NNK,,5NK,"58.735633, -157.02216"
5NK0,small_airport,Salubrious Point Airport,295,NA,US,US-NY,Chaumont,,,5NK0,5NK0,"44.0442008972168, -76.14360046386719"
5NK1,small_airport,Toggenburg Farms Airport,435,NA,US,US-NY,Newark,,,5NK1,5NK1,"43.111752, -77.052231"
5NK2,heliport,Alexander's East Heliport,5,NA,US,US-NY,Westhampton Beach,,,5NK2,5NK2,"40.80139923095703, -72.6624984741211"
5NK3,heliport,Westhampton Beach Heliport,5,NA,US,US-NY,Westhampton Beach,,,5NK3,5NK3,"40.80229949951172, -72.66290283203125"
5NK4,heliport,Olean General Heliport,1426,NA,US,US-NY,Olean,,,5NK4,5NK4,"42.09170150756836, -78.42780303955078"
5NK7,heliport,Hammersley Hill Heliport,940,NA,US,US-NY,Pawling,,,5NK7,5NK7,"41.59450149536133, -73.55599975585938"
5NK8,heliport,South Quaker Heliport,700,NA,US,US-NY,Pawling,,,5NK8,5NK8,"41.52690124511719, -73.58059692382812"
5NK9,small_airport,Treichler Farm Airport,1140,NA,US,US-NY,Wales,,,5NK9,5NK9,"42.76169967651367, -78.49610137939453"
5NY1,small_airport,Tomahawk Hills Airport,2380,NA,US,US-NY,Meridale,,,5NY1,5NY1,"42.39979934692383, -74.90630340576172"
5NY2,heliport,Tennessee Gas Pipeline Heliport,1650,NA,US,US-NY,Clymer,,,5NY2,5NY2,"42.0547981262207, -79.69450378417969"
5NY4,small_airport,Stanwix Heights Airport,610,NA,US,US-NY,Rome,,,5NY4,5NY4,"43.15760040283203, -75.43070220947266"
5NY5,small_airport,Gardiner Airport,340,NA,US,US-NY,Gardiner,,,5NY5,5NY5,"41.66680145263672, -74.14959716796875"
5NY7,small_airport,Rolling Hills Airport,410,NA,US,US-NY,Goshen,,,5NY7,5NY7,"41.32789993286133, -74.40989685058594"
5NY8,heliport,Bowline Point Heliport,10,NA,US,US-NY,Haverstraw,,,5NY8,5NY8,"41.205536, -73.963974"
5O1,small_airport,Vici Municipal Airport,2268,NA,US,US-OK,Vici,,,,5O1,"36.141701, -99.303201"
5OH1,heliport,Samaritan Hospital Heliport,1120,NA,US,US-OH,Ashland,,,5OH1,5OH1,"40.85639953613281, -82.31069946289062"
5OH2,heliport,Odot District 03 Heliport,1012,NA,US,US-OH,Ashland,,,5OH2,5OH2,"40.87670135498047, -82.29540252685547"
5OH3,heliport,Mary Rutan Heliport,1345,NA,US,US-OH,Bellefontaine,,,5OH3,5OH3,"40.37730026245117, -83.75409698486328"
5OH5,heliport,Meigs Mine 1 Heliport,620,NA,US,US-OH,Albany,,,5OH5,5OH5,"39.055599212646484, -82.24150085449219"
5OH8,heliport,Joseph Skilken & Co Heliport,830,NA,US,US-OH,Columbus,,,5OH8,5OH8,"39.955299377399996, -82.99710083010001"
5OH9,small_airport,Furey Airport,1050,NA,US,US-OH,Malvern,,,5OH9,5OH9,"40.696779, -81.179094"
5OI0,small_airport,Rohrer Airport,800,NA,US,US-OH,Loveland,,,5OI0,5OI0,"39.28419876098633, -84.2113037109375"
5OI3,small_airport,Sheets Field,1225,NA,US,US-OH,Kinsman,,,5OI3,5OI3,"41.413700103759766, -80.5248031616211"
5OI5,small_airport,Hamrick Airport,810,NA,US,US-OH,Willshire,,,5OI5,5OI5,"40.69340133666992, -84.78050231933594"
5OI7,small_airport,Gruetter Airport,600,NA,US,US-OH,Curtice,,,5OI7,5OI7,"41.592498779296875, -83.37550354003906"
5OI8,small_airport,McKnight Airport,1172,NA,US,US-OH,Johnstown,,,5OI8,5OI8,"40.19368, -82.65667"
5OK0,small_airport,Kits Airport,1492,NA,US,US-OK,Hydro,,,5OK0,5OK0,"35.54135, -98.59455"
5OK1,heliport,Claremore Regional Hospital Heliport,620,NA,US,US-OK,Claremore,,,5OK1,5OK1,"36.323322, -95.605125"
5OK2,small_airport,Christopher M. Rippee Memorial Airport,820,NA,US,US-OK,Non,,,5OK2,5OK2,"34.776667, -96.245278"
5OK3,small_airport,Stearmans Roost Airport,702,NA,US,US-OK,Vinita,,,5OK3,5OK3,"36.488399505615234, -95.1438980102539"
5OK4,small_airport,Pacer Field,1140,NA,US,US-OK,Washington,,,5OK4,5OK4,"35.113112, -97.450647"
5OK5,heliport,Integris Clinton Regional Hospital Heliport,1615,NA,US,US-OK,Clinton,,,5OK5,5OK5,"35.5250015259, -98.99199676510001"
5OL5,small_airport,Morning Yodle Airport,1128,NA,US,US-OK,Lexington,,,5OL5,5OL5,"35.001975, -97.189844"
5OR0,small_airport,Backachers Ranch Airport,1460,NA,US,US-OR,Selma,,,5OR0,5OR0,"42.285099029541016, -123.53299713134766"
5OR1,heliport,Helitradewinds Heliport,360,NA,US,US-OR,Molalla,,,5OR1,5OR1,"45.14120101928711, -122.62100219726562"
5OR3,small_airport,Siletz Airport,100,NA,US,US-OR,Siletz,,,5OR3,5OR3,"44.73040008544922, -123.91500091552734"
5OR4,small_airport,Flying T Ranch Airport,4340,NA,US,US-OR,Sprague River,,,5OR4,5OR4,"42.434693, -121.350861"
5OR5,small_airport,Juniper Air Park,3490,NA,US,US-OR,Bend,,,5OR5,5OR5,"44.03459930419922, -121.11799621582031"
5OR6,heliport,Holy Rosary Medical Center Heliport,2155,NA,US,US-OR,Ontario,,,5OR6,5OR6,"44.0256114696, -116.975815594"
5OR7,heliport,Santiam Memorial Hospital Helistop,515,NA,US,US-OR,Stayton,,,5OR7,5OR7,"44.805803, -122.784455"
5OR8,small_airport,Hatch Airport,380,NA,US,US-OR,Stayton,,,5OR8,5OR8,"44.77320098876953, -122.8499984741211"
5OR9,small_airport,Lone Oaks Ranch Airport,630,NA,US,US-OR,Stayton,,,5OR9,5OR9,"44.776798248291016, -122.76000213623047"
5P3,small_airport,Bowdle Municipal Airport,1967,NA,US,US-SD,Bowdle,,,5SD3,5SD3,"45.4394, -99.675102"
5P5,small_airport,Presho Municipal Airport,1760,NA,US,US-SD,Presho,,,5P5,5P5,"43.906016, -100.03686"
5PA0,small_airport,Blomster Field,1050,NA,US,US-PA,Carmichaels,,,5PA0,5PA0,"39.872849, -79.95533"
5PA1,small_airport,Broadt Personal Use Airport,920,NA,US,US-PA,Bloomsburg,,,5PA1,5PA1,"40.997877, -76.384184"
5PA2,small_airport,Double D Skyranch Airport,1140,NA,US,US-PA,Drums,,,5PA2,5PA2,"41.034883, -76.02185"
5PA5,heliport,Monongahela Valley Hospital Heliport,1114,NA,US,US-PA,Monongahela,,,5PA5,5PA5,"40.18230056762695, -79.91000366210938"
5PA6,small_airport,Shield Farm Airport,1240,NA,US,US-PA,Warren,,,5PA6,5PA6,"41.931528, -79.130144"
5PA7,heliport,Indian Sleep Farm Heliport,270,NA,US,US-PA,Unionville,,,5PA7,5PA7,"39.924800872802734, -75.69609832763672"
5PA8,small_airport,Chambers Airport,1021,NA,US,US-PA,Tunkhannock,,,45PN,45PN,"41.554, -76.054583"
5PA9,small_airport,Taylor Flight Park Ultralightport,1580,NA,US,US-PA,Strattanville,,,5PA9,5PA9,"41.18840026855469, -79.28230285644531"
5PN0,heliport,Lamtec Corp Heliport,385,NA,US,US-PA,Mount Bethel,,,5PN0,5PN0,"40.915045, -75.088806"
5PN2,heliport,Memorial Hospital Heliport,800,NA,US,US-PA,Towanda,,,5PN2,5PN2,"41.785301208496094, -76.44860076904297"
5PN3,heliport,Tyrone Hospital Heliport,1050,NA,US,US-PA,Tyrone,,,5PN3,5PN3,"40.66809844970703, -78.25060272216797"
5PN4,heliport,Mahon Heliport,235,NA,US,US-PA,Hatboro,,,5PN4,5PN4,"40.15439987182617, -75.07530212402344"
5PN6,heliport,Lewistown Hospital Heliport,599,NA,US,US-PA,Lewistown,,,5PN6,5PN6,"40.617801666259766, -77.56749725341797"
5PN7,small_airport,Jarrett Airport,210,NA,US,US-PA,Ivyland,,,5PN7,5PN7,"40.233299255371094, -75.07499694824219"
5PN8,small_airport,Lincoln Farms Airport,1200,NA,US,US-PA,Calvin,,,5PN8,5PN8,"40.32889938354492, -78.04499816894531"
5PN9,heliport,UPMC Pinnacle Heliport,589,NA,US,US-PA,Harrisburg,,,5PN9,5PN9,"40.257701, -76.881015"
5PS0,heliport,Beau Street Heliport,1243,NA,US,US-PA,Washington,,,5PS0,5PS0,"40.17919921875, -80.21730041503906"
5PS1,heliport,Lancaster General Hospital Heliport,406,NA,US,US-PA,Lancaster,,,5PS1,5PS1,"40.047778, -76.30352"
5PS2,heliport,Paoli Memorial Hospital Heliport,474,NA,US,US-PA,Paoli,,,5PS2,5PS2,"40.04399871826172, -75.4999008178711"
5PS3,heliport,St Francis Medical Center Heliport,947,NA,US,US-PA,Pittsburgh,,,5PS3,5PS3,"40.46649932861328, -79.95279693603516"
5PS5,small_airport,Chestnut Hill Airport,620,NA,US,US-PA,Duncannon,,,5PS5,5PS5,"40.39680099487305, -77.0740966796875"
5PS6,heliport,Ranch Hill Heliport,600,NA,US,US-PA,Slatington,,,5PS6,5PS6,"40.725799560546875, -75.57610321044922"
5PS7,heliport,Evangelical Community Hospital East Heliport,495,NA,US,US-PA,Lewisburg,,,5PS7,5PS7,"40.97930145263672, -76.88580322265625"
5PS8,heliport,Heffernan Heliport,292,NA,US,US-PA,Prospectville,,,5PS8,5PS8,"40.19649887084961, -75.17680358886719"
5Q2,heliport,US Forest Service Chester Heliport,4526,NA,US,US-CA,Chester,,,5Q2,5Q2,"40.28850173949999, -121.242996216"
5QC,small_airport,Quartz Creek /Kougarok/ Airport,416,NA,US,US-AK,Quartz Creek,,,5QC,5QC,"65.40589904785156, -164.656005859375"
5R7,small_airport,Roy E. Ray Airport,80,NA,US,US-AL,Bayou La Batre,,,5R7,5R7,"30.454599, -88.210602"
5S1,small_airport,George Felt Airport,428,NA,US,US-OR,Roseburg,,,5S1,5S1,"43.22480010986328, -123.39700317382812"
5S4,small_airport,Toledo State Airport,7,NA,US,US-OR,Toledo,,,5S4,5S4,"44.60100173950195, -123.94000244140625"
5S5,small_airport,Lake Billy Chinook Airport,2695,NA,US,US-OR,Culver,,,,5S5,"44.519805, -121.3196"
5SC5,heliport,Loris Community Hospital Heliport,91,NA,US,US-SC,Loris,,,5SC5,5SC5,"34.05889892578125, -78.89830017089844"
5T4,small_airport,Herreid Municipal Airport,1725,NA,US,US-SD,Herreid,,,,5T4,"45.848297, -100.074025"
5TA0,small_airport,"Hamilton Aircraft, Inc Airport",3520,NA,US,US-TX,Seminole,,,5TA0,5TA0,"32.731998443603516, -102.94400024414062"
5TA1,small_airport,Charping Airport,683,NA,US,US-TX,Temple,,,5TA1,5TA1,"31.193500518798828, -97.4072036743164"
5TA2,small_airport,Rabbit Run Airport,740,NA,US,US-TX,Waco,,,5TA2,5TA2,"31.454599380493164, -97.25029754638672"
5TA3,small_airport,Pearson Ranch Private Airport,350,NA,US,US-TX,Yoakum,,,5TA3,5TA3,"29.359567, -97.144353"
5TA4,small_airport,Reed Airport,3369,NA,US,US-TX,Claude,,,5TA4,5TA4,"34.90010070800781, -101.31700134277344"
5TA5,small_airport,Creasy Airport,23,NA,US,US-TX,Santa Fe,,,5TA5,5TA5,"29.3361, -95.115196"
5TA8,small_airport,Deer Meadow Ranch Airport,520,NA,US,US-TX,Athens,,,5TA8,5TA8,"32.013301849365234, -95.92829895019531"
5TA9,small_airport,Seagoville Airport,415,NA,US,US-TX,Seagoville,,,5TA9,5TA9,"32.609901428222656, -96.52690124511719"
5TE0,small_airport,Comanche Ranch Airport,730,NA,US,US-TX,Eagle Pass,,,5TE0,5TE0,"28.627301, -100.161403"
5TE1,small_airport,Rawls Ranch Airport,4520,NA,US,US-TX,Marfa,,,5TE1,5TE1,"29.65019989013672, -103.94999694824219"
5TE2,small_airport,Bleakley Ranch Airport,1384,NA,US,US-TX,Dripping Springs,,,5TE2,5TE2,"30.225200653076172, -98.14199829101562"
5TE3,small_airport,Alexander Ranch Airport,1250,NA,US,US-TX,Dripping Springs,,,5TE3,5TE3,"30.275084, -98.122689"
5TE4,small_airport,Perkins Prothro Cimarron Ranch Airport,3995,NA,US,US-TX,Kerrick,,,5TE4,5TE4,"36.508399963378906, -102.39199829101562"
5TE5,small_airport,Iron Mountain Ranch Airport,4313,NA,US,US-TX,Marathon,,,5TE5,5TE5,"30.266235, -103.23349"
5TE6,small_airport,Keystone Ranch Airport,2023,NA,US,US-TX,San Angelo,,,5TE6,5TE6,"31.269167, -100.460833"
5TE7,small_airport,Renz Ranch Airport,220,NA,US,US-TX,Eagle Lake,,,5TE7,5TE7,"29.71940040588379, -96.30940246582031"
5TE8,small_airport,Willis N Clark Airport,3086,NA,US,US-TX,Miami,,,5TE8,5TE8,"35.761199951171875, -100.75199890136719"
5TE9,heliport,Sierra Blanca Heliport,4512,NA,US,US-TX,Sierra Blanca,,,5TE9,5TE9,"31.166498, -105.358994"
5TN1,heliport,Baptist Memorial Hospital - Carrol County Heliport,100,NA,US,US-TN,Mc Kenzie,,,5TN1,5TN1,"36.137186, -88.488534"
5TN2,heliport,Tgp Station 71 Heliport,440,NA,US,US-TN,Middleton,,,5TN2,5TN2,"35.03340148925781, -88.89309692382812"
5TN3,heliport,Boondocks Heliport,1500,NA,US,US-TN,Pigeon Forge,,,5TN3,5TN3,"35.738399505615234, -83.60659790039062"
5TN4,small_airport,Mcgraw's Backyard Airport,920,NA,US,US-TN,Greenback,,,5TN4,5TN4,"35.67060089111328, -84.11579895019531"
5TN5,heliport,Tennessee Gas Heliport,770,NA,US,US-TN,Portland,,,5TN5,5TN5,"36.618099212646484, -86.55919647216797"
5TN6,heliport,Hardin Medical Center Heliport,433,NA,US,US-TN,Savannah,,,5TN6,5TN6,"35.22922, -88.23069"
5TN7,heliport,Tgp Station 856 Heliport,484,NA,US,US-TN,Savannah,,,5TN7,5TN7,"35.15919876098633, -88.22239685058594"
5TN8,heliport,Perry Memorial Hospital Heliport,740,NA,US,US-TN,Linden,,,5TN8,5TN8,"35.59510040283203, -87.8561019897461"
5TN9,small_airport,One Grand Field,1000,NA,US,US-TN,Cookeville,,,5TN9,5TN9,"36.11389923095703, -85.59500122070312"
5TS0,small_airport,Diehl Ranch Airport,26,NA,US,US-TX,Arcadia,,,5TS0,5TS0,"29.412500381469727, -95.12239837646484"
5TS2,small_airport,Chan-C Airport,536,NA,US,US-TX,Coupland,,,5TS2,5TS2,"30.478729, -97.318847"
5TS3,small_airport,Knapp Pecan Orchard Airpark,450,NA,US,US-TX,Dawson,,,5TS3,5TS3,"31.974199295043945, -96.67829895019531"
5TS4,small_airport,Mc Entire Airport,790,NA,US,US-TX,Decatur,,,5TS4,5TS4,"33.1445999146, -97.6016998291"
5TS5,small_airport,Mc Donald Ranch Airport,555,NA,US,US-TX,Dilley,,,5TS5,5TS5,"28.6511001587, -99.2886962891"
5TS6,heliport,Air Logistics-Freeport Heliport,101,NA,US,US-TX,Freeport,,,5TS6,5TS6,"29.075199127197266, -95.3604965209961"
5TS8,small_airport,Bear Creek Ranch Airport,1360,NA,US,US-TX,New Braunfels,,,5TS8,5TS8,"29.8085994720459, -98.27249908447266"
5TS9,small_airport,Big Duke's Place Airport,5,NA,US,US-TX,Indianola,,,5TS9,5TS9,"28.53030014038086, -96.52749633789062"
5TX0,small_airport,Hidden Valley Airpark,611,NA,US,US-TX,Lake Dallas,,,5TX0,5TX0,"33.173500061035156, -97.05139923095703"
5TX2,small_airport,Grove Hill Airport,721,NA,US,US-TX,Leonard,,,5TX2,5TX2,"33.422298431396484, -96.21690368652344"
5TX3,heliport,Centerpoint Energy South Houston Heliport,40,NA,US,US-TX,South Houston,,,5TX3,5TX3,"29.642247, -95.211649"
5TX7,heliport,UT Health East Texas Tyler Regional Hospital Heliport,550,NA,US,US-TX,Tyler,,,5TX7,5TX7,"32.337792, -95.290453"
5U0,small_airport,Denton Airport,3592,NA,US,US-MT,Denton,,,5U0,5U0,"47.320801, -109.942001"
5U6,small_airport,Fairview Airport,2152,NA,US,US-MT,Fairview,,,5U6,5U6,"47.86109924316406, -104.072998046875"
5U8,small_airport,Geraldine Airport,3173,NA,US,US-MT,Geraldine,,,K5U8,5U8,"47.596484, -110.266195"
5V4,small_airport,Calhan Airport,6450,NA,US,US-CO,Calhan,,,5V4,5V4,"39.04779815673828, -104.29199981689453"
5V8,small_airport,Kadoka Municipal Airport,2460,NA,US,US-SD,Kadoka,,,5V8,5V8,"43.83330154418945, -101.49700164794922"
5VA0,heliport,South Boston Medical Heliport,460,NA,US,US-VA,South Boston,,,5VA0,5VA0,"36.71849822998047, -78.90859985351562"
5VA1,heliport,Alleghany Regional Hospital Heliport,1136,NA,US,US-VA,Low Moor,,,5VA1,5VA1,"37.79180145263672, -79.88259887695312"
5VA2,heliport,Sullins Heliport,1730,NA,US,US-VA,Bristol,,,5VA2,5VA2,"36.61199951171875, -82.1886978149414"
5VA3,heliport,Stevens Helicopters Heliport,750,NA,US,US-VA,Lovingston,,,5VA3,5VA3,"37.75680160522461, -78.8958969116211"
5VA5,small_airport,Chimney View Airport,25,NA,US,US-VA,Fredericksburg,,,5VA5,5VA5,"38.403499603271484, -77.31580352783203"
5VA6,heliport,Rockingham Heliport,1500,NA,US,US-VA,Harrisonburg,,,5VA6,5VA6,"38.48429870605469, -78.8677978515625"
5VA7,heliport,Coeburn Heliport,2010,NA,US,US-VA,Coeburn,,,5VA7,5VA7,"36.959800720214844, -82.47019958496094"
5VA8,heliport,Dda Heliport,1340,NA,US,US-VA,Duffield,,,5VA8,5VA8,"36.71120071411133, -82.80069732666016"
5VG2,small_airport,Foster Field,13,NA,US,US-VA,Mathews,,,5VG2,5VG2,"37.454436, -76.372191"
5WA0,small_airport,Sourdough Airport,2640,NA,US,US-WA,Tonasket,,,5WA0,5WA0,"48.596393, -119.100423"
5WA1,small_airport,Dorman Field,700,NA,US,US-WA,Mesa,,,5WA1,5WA1,"46.521422, -119.177189"
5WA3,heliport,St Mary Medical Center Heliport,939,NA,US,US-WA,Walla Walla,,,5WA3,5WA3,"46.062198638916016, -118.34300231933594"
5WA4,small_airport,Boisselle Airport,869,NA,US,US-WA,White Swan,,,5WA4,5WA4,"46.372074, -120.640062"
5WA5,small_airport,Ross Airport,920,NA,US,US-WA,Orondo,,,32WA,32WA,"47.763199, -120.152"
5WA6,heliport,Foster Heliport,550,NA,US,US-WA,Napavine,,,5WA6,5WA6,"46.549800872802734, -122.85099792480469"
5WA7,small_airport,Wild Hair Airport,1620,NA,US,US-WA,Centerville,,,5WA7,5WA7,"45.71842, -120.985246"
5WA8,small_airport,Hogan's Corner Airport,50,NA,US,US-WA,Hoquiam,,,5WA8,5WA8,"47.04166, -124.145744"
5WA9,small_airport,Brush Prairie Aerodrome,290,NA,US,US-WA,Brush Prairie,,,5WA9,5WA9,"45.723899841308594, -122.54399871826172"
5WI1,small_airport,Springbrook Airport,1110,NA,US,US-WI,Springbrook,,,5WI1,5WI1,"45.902228, -91.677159"
5WI2,small_airport,Plainfield International Airport,1110,NA,US,US-WI,Plainfield,,,5WI2,5WI2,"44.22249984741211, -89.49539947509766"
5WI3,small_airport,Der Schwarzwald Airport,925,NA,US,US-WI,Waterloo,,,5WI3,5WI3,"43.207801818847656, -89.01709747314453"
5WI4,small_airport,Larson Airport,615,NA,US,US-WI,Marinette,,,5WI4,5WI4,"45.08140182495117, -87.6792984008789"
5WI5,small_airport,Haymeadow Airport,1500,NA,US,US-WI,Merrill,,,5WI5,5WI5,"45.275001525878906, -89.4917984008789"
